#Palabras 	%Palabras 	%Ocurrencias
930000 		72.935628 	99.702162
935000 		73.327755 	99.706477
940000 		73.719882 	99.710792
945000 		74.112009 	99.715107
950000 		74.504136 	99.719423
955000 		74.896263 	99.723738
960000 		75.288390 	99.728053
965000 		75.680517 	99.732369
970000 		76.072644 	99.736684
975000 		76.464771 	99.740999
980000 		76.856898 	99.745314
985000 		77.249025 	99.749630
990000 		77.641152 	99.753945
995000 		78.033279 	99.758260
1000000 	78.425406 	99.762576
1005000 	78.817533 	99.766891
1010000 	79.209660 	99.771206
1015000 	79.601787 	99.775521
1020000 	79.993914 	99.779837
1025000 	80.386041 	99.784152
1030000 	80.778168 	99.788467
1035000 	81.170295 	99.792783
1040000 	81.562422 	99.797098
1045000 	81.954549 	99.801413
1050000 	82.346676 	99.805728
1055000 	82.738803 	99.810044
1060000 	83.130930 	99.814359
1065000 	83.523057 	99.818674
1070000 	83.915184 	99.822990
1075000 	84.307312 	99.827305
1080000 	84.699439 	99.831620
1085000 	85.091566 	99.835935
1090000 	85.483693 	99.840251
1095000 	85.875820 	99.844566
1100000 	86.267947 	99.848881
1105000 	86.660074 	99.853197
1110000 	87.052201 	99.857512
1115000 	87.444328 	99.861827
1120000 	87.836455 	99.866142
1125000 	88.228582 	99.870458
1130000 	88.620709 	99.874773
1135000 	89.012836 	99.879088
1140000 	89.404963 	99.883404
1145000 	89.797090 	99.887719
1150000 	90.189217 	99.892034
1155000 	90.581344 	99.896349
1160000 	90.973471 	99.900665
1165000 	91.365598 	99.904980
1170000 	91.757725 	99.909295
1175000 	92.149852 	99.913611
1180000 	92.541979 	99.917926
1185000 	92.934106 	99.922241
1190000 	93.326233 	99.926556
1195000 	93.718360 	99.930872
1200000 	94.110487 	99.935187
1205000 	94.502614 	99.939502
1210000 	94.894741 	99.943818
1215000 	95.286868 	99.948133
1220000 	95.678995 	99.952448
1225000 	96.071122 	99.956763
1230000 	96.463249 	99.961079
1235000 	96.855376 	99.965394
1240000 	97.247504 	99.969709
1245000 	97.639631 	99.974025
1250000 	98.031758 	99.978340
1255000 	98.423885 	99.982655
1260000 	98.816012 	99.986970
1265000 	99.208139 	99.991286
1270000 	99.600266 	99.995601
1275000 	99.992393 	99.999916

Total de ocurrencias: 115867170
Total de palabras: 1275097
